ident,type,name,iso_country,iata_code,icao_code
EFHV,small_airport,Hyvinkää Airfield,FI,HYV,EFHV
EFIT,medium_airport,Kitee Airport,FI,KTQ,EFIT
EFIV,large_airport,Ivalo Airport,FI,IVL,EFIV
EFJO,medium_airport,Joensuu Airport,FI,JOE,EFJO
EFJY,medium_airport,Jyväskylä Airport,FI,JYV,EFJY
EFKA,medium_airport,Kauhava Airfield,FI,KAU,EFKA
EFKE,medium_airport,Kemi-Tornio Airport,FI,KEM,EFKE
EFKI,medium_airport,Kajaani Airport,FI,KAJ,EFKI
EFKJ,medium_airport,Kauhajoki Airfield,FI,KHJ,EFKJ
EFKK,medium_airport,Kokkola-Pietarsaari Airport,FI,KOK,EFKK
EFKS,medium_airport,Kuusamo Airport,FI,KAO,EFKS
EFKT,large_airport,Kittilä International Airport,FI,KTT,EFKT
EFKU,large_airport,Kuopio Airport,FI,KUO,EFKU
EFLP,large_airport,Lappeenranta Airport,FI,LPP,EFLP
EFMA,large_airport,Mariehamn Airport,FI,MHQ,EFMA
EFMI,medium_airport,Mikkeli Airport,FI,MIK,EFMI
EFOU,large_airport,Oulu Airport,FI,OUL,EFOU
EFPO,medium_airport,Pori Airport,FI,POR,EFPO
EFRO,large_airport,Rovaniemi Airport,FI,RVN,EFRO
EFSA,medium_airport,Savonlinna Airport,FI,SVL,EFSA
EFSI,medium_airport,Seinäjoki Airport,FI,SJY,EFSI
EFSO,medium_airport,Sodankyla Airport,FI,SOT,EFSO
EFTP,large_airport,Tampere-Pirkkala Airport,FI,TMP,EFTP
EFTU,large_airport,Turku Airport,FI,TKU,EFTU
EFUT,medium_airport,Utti Air Base,FI,UTI,EFUT
EFVA,large_airport,Vaasa Airport,FI,VAA,EFVA
EFVR,medium_airport,Varkaus Airport,FI,VRK,EFVR
EFYL,medium_airport,Ylivieska Airfield,FI,YLI,EFYL
EG-AUE,small_airport,Abu Rudeis Airport,EG,AUE,
EGAA,large_airport,Belfast International Airport,GB,BFS,EGAA
EGAB,medium_airport,Enniskillen/St Angelo Airport,GB,ENK,EGAB
EGAC,medium_airport,George Best Belfast City Airport,GB,BHD,EGAC
EGAD,small_airport,Newtownards Airport,GB,,EGAD
EGAE,medium_airport,City of Derry Airport,GB,LDY,EGAE
EGAH,small_airport,Halley Research Station,AQ,,EGAH
EGAR,small_airport,Rothera Research Station,AQ,,EGAR
EGAT,small_airport,Sky Blu Airstrip,AQ,,EGAT
EGBB,large_airport,Birmingham Airport,GB,BHX,EGBB
EGBC,heliport,Cheltenham Racecourse Heliport,GB,,EGBC
EGBD,small_airport,Derby Airfield,GB,,EGBD
EGBE,medium_airport,Coventry Airport,GB,CVT,EGBE
EGBF,small_airport,Bedford Aerodrome,GB,,EGBF
EGBG,small_airport,Leicester Airport,GB,,EGBG
EGBJ,medium_airport,Gloucestershire Airport,GB,GLO,EGBJ
EGBK,small_airport,Sywell Aerodrome,GB,ORM,EGBK
EGBM,small_airport,Tatenhill Airfield,GB,,EGBM
EGBN,medium_airport,Nottingham City Airport,GB,NQT,EGBN
EGBO,small_airport,Wolverhampton Halfpenny Green Airport,GB,,EGBO
EGBP,small_airport,Cotswold Airport,GB,GBA,EGBP
EGBT,small_airport,Turweston Aerodrome,GB,,EGBT
EGBV,heliport,Silverstone Heliport,GB,,EGBV
EGCC,large_airport,Manchester Airport,GB,MAN,EGCC
EGCG,small_airport,Strubby Airfield,GB,,EGCG
EGCJ,small_airport,Sherburn-in-Elmet Airfield,GB,,EGCJ
EGCS,small_airport,Sturgate Airfield,GB,,EGCS
EGDJ,small_airport,Upavon Aerodrome,GB,UPV,EGDJ
EGDY,medium_airport,RNAS Yeovilton,GB,YEO,EGDY
EGEC,medium_airport,Campbeltown Airport,GB,CAL,EGEC
EGED,medium_airport,Eday Airport,GB,EOI,EGED
EGEF,small_airport,Fair Isle Airport,GB,FIE,EGEF
EGEH,small_airport,Whalsay Airstrip,GB,WHS,EGEH
EGEI,small_airport,Broadford Airstrip,GB,SKL,EGEI
EGEL,small_airport,Coll Airport,GB,COL,
EGEN,small_airport,North Ronaldsay Airport,GB,NRL,EGEN
EGEO,small_airport,Oban Airport,GB,OBN,EGEO
EGEP,small_airport,Papa Westray Airport,GB,PPW,EGEP
EGER,small_airport,Stronsay Airport,GB,SOY,EGER
EGES,small_airport,Sanday Airport,GB,NDY,EGES
EGET,small_airport,Lerwick / Tingwall Airport,GB,LWK,EGET
EGEW,small_airport,Westray Airport,GB,WRY,EGEW
EGEY,small_airport,Colonsay Airstrip,GB,CSA,
EGFE,medium_airport,Haverfordwest Airport,GB,HAW,EGFE
EGFF,large_airport,Cardiff International Airport,GB,CWL,EGFF
EGFH,medium_airport,Swansea Airport,GB,SWS,EGFH
EGGD,large_airport,Bristol Airport,GB,BRS,EGGD
EGGP,large_airport,Liverpool John Lennon Airport,GB,LPL,EGGP
EGGW,large_airport,London Luton Airport,GB,LTN,EGGW
EGHC,small_airport,Land's End Airport,GB,LEQ,EGHC
EGHE,small_airport,St. Mary's Airport,GB,ISC,EGHE
EGHH,medium_airport,Bournemouth Airport,GB,BOH,EGHH
EGHI,medium_airport,Southampton Airport,GB,SOU,EGHI
EGHJ,small_airport,Bembridge Airport,GB,BBP,EGHJ
EGHL,medium_airport,Lasham Airfield,GB,,EGHL
EGHQ,medium_airport,Cornwall Airport Newquay,GB,NQY,EGHQ
EGHR,small_airport,Goodwood Aerodrome,GB,QUG,EGHR
EGJA,medium_airport,Alderney Airport,GG,ACI,EGJA
EGJB,medium_airport,Guernsey Airport,GG,GCI,EGJB
EGJJ,medium_airport,Jersey Airport,JE,JER,EGJJ
EGKA,medium_airport,Brighton City Airport,GB,ESH,EGKA
EGKB,medium_airport,London Biggin Hill Airport,GB,BQH,EGKB
EGKK,large_airport,London Gatwick Airport,GB,LGW,EGKK
EGKR,small_airport,Redhill Aerodrome,GB,,EGKR
EGLC,medium_airport,London City Airport,GB,LCY,EGLC
EGLF,medium_airport,Farnborough Airport,GB,FAB,EGLF
EGLK,medium_airport,Blackbushe Airport,GB,BBS,EGLK
EGLL,large_airport,London Heathrow Airport,GB,LHR,EGLL
EGLT,heliport,Ascot Racecourse Heliport,GB,,EGLT
EGLW,heliport,London Heliport,GB,,EGLW
EGMA,small_airport,Fowlmere Airfield,GB,,EGMA
EGMC,medium_airport,London Southend Airport,GB,SEN,EGMC
EGMD,medium_airport,Lydd London Ashford Airport,GB,LYX,EGMD
EGMF,small_airport,Farthing Corner / Stoneacre Farm Airfield,GB,,EGMF
EGMJ,small_airport,Little Gransden Airfield,GB,,EGMJ
EGML,small_airport,Damyns Hall Aerodrome,GB,,EGML
EGMT,small_airport,Thurrock Airfield,GB,,EGMT
EGNC,medium_airport,Carlisle Lake District Airport,GB,CAX,EGNC
EGNE,small_airport,Retford Gamston Airport,GB,,EGNE
EGNF,small_airport,Netherthorpe Airfield,GB,,EGNF
EGNH,medium_airport,Blackpool Airport,GB,BLK,EGNH
EGNJ,medium_airport,Humberside Airport,GB,HUY,EGNJ
EGNL,medium_airport,Barrow Walney Island Airport,GB,BWF,EGNL
EGNM,large_airport,Leeds Bradford Airport,GB,LBA,EGNM
EGNO,medium_airport,Warton Aerodrome,GB,WRT,EGNO
EGNR,medium_airport,Hawarden Airport,GB,CEG,EGNR
EGNS,large_airport,Isle of Man Airport,IM,IOM,EGNS
EGNT,large_airport,Newcastle International Airport,GB,NCL,EGNT
EGNV,medium_airport,Teesside International Airport,GB,MME,EGNV
EGNW,small_airport,Wickenby Aerodrome,GB,,EGNW
EGNX,large_airport,East Midlands Airport,GB,EMA,EGNX
EGOS,medium_airport,RAF Shawbury,GB,,EGOS
EGOV,medium_airport,Anglesey Airport,GB,VLY,EGOV
EGOW,small_airport,RAF Woodvale,GB,,EGOW
EGPA,medium_airport,Kirkwall Airport,GB,KOI,EGPA
EGPB,medium_airport,Sumburgh Airport,GB,LSI,EGPB
EGPC,medium_airport,Wick John O'Groats Airport,GB,WIC,EGPC
EGPD,large_airport,Aberdeen International Airport,GB,ABZ,EGPD
EGPE,medium_airport,Inverness Airport,GB,INV,EGPE
EGPF,large_airport,Glasgow Airport,GB,GLA,EGPF
EGPH,large_airport,Edinburgh Airport,GB,EDI,EGPH
EGPI,medium_airport,Islay Airport,GB,ILY,EGPI
EGPK,large_airport,Glasgow Prestwick Airport,GB,PIK,EGPK
EGPL,medium_airport,Benbecula Airport,GB,BEB,EGPL
EGPN,medium_airport,Dundee Airport,GB,DND,EGPN
EGPO,medium_airport,Stornoway Airport,GB,SYY,EGPO
EGPR,medium_airport,Barra Airport,GB,BRR,EGPR
EGPT,small_airport,Perth/Scone Airport,GB,PSL,EGPT
EGPU,medium_airport,Tiree Airport,GB,TRE,EGPU
EGPW,small_airport,Unst Airfield,GB,,EGPW
EGQL,medium_airport,Leuchars Station Airfield,GB,ADX,EGQL
EGQS,medium_airport,RAF Lossiemouth,GB,LMO,EGQS
EGSA,small_airport,Shipdham Airfield,GB,,EGSA
EGSC,medium_airport,Cambridge City Airport,GB,CBG,EGSC
EGSD,heliport,Great Yarmouth - North Denes Heliport,GB,,EGSD
EGSF,small_airport,Peterborough Business Airport,GB,,EGSF
EGSG,small_airport,Stapleford Aerodrome,GB,,EGSG
EGSH,medium_airport,Norwich Airport,GB,NWI,EGSH
EGSI,small_airport,Marshland Airfield,GB,,EGSI
EGSJ,small_airport,Seething Airfield,GB,,EGSJ
EGSL,small_airport,Andrewsfield Aerodrome,GB,,EGSL
EGSM,small_airport,Beccles Airfield,GB,,EGSM
EGSO,small_airport,Crowfield Airfield,GB,,EGSO
EGSP,small_airport,Peterborough/Sibson Airfield,GB,,EGSP
EGSQ,small_airport,Clacton Airfield,GB,,EGSQ
EGSR,small_airport,Earls Colne Airfield,GB,,EGSR
EGSS,large_airport,London Stansted Airport,GB,STN,EGSS
EGST,small_airport,Elmsett Airfield,GB,,EGST
EGSU,small_airport,Duxford Aerodrome,GB,,EGSU
EGSV,small_airport,Old Buckenham Airfield,GB,,EGSV
EGSW,small_airport,Newmarket Heath Airfield,GB,,EGSW
EGSX,small_airport,North Weald Airfield,GB,,EGSX
EGTB,small_airport,Wycombe Air Park,GB,HYC,EGTB
EGTC,medium_airport,Cranfield Airport,GB,,EGTC
EGTD,small_airport,Dunsfold Aerodrome,GB,,EGTD
EGTE,medium_airport,Exeter International Airport,GB,EXT,EGTE
EGTF,small_airport,Fairoaks Airport,GB,,EGTF
EGTH,small_airport,Old Warden Airfield,GB,,EGTH
EGTK,medium_airport,London Oxford Airport,GB,OXF,EGTK
EGTO,small_airport,Rochester Airport,GB,RCS,EGTO
EGTP,small_airport,Perranporth Airfield,GB,,EGTP
EGTR,small_airport,Elstree Airfield,GB,,EGTR
EGUB,medium_airport,RAF Benson,GB,BEX,EGUB
EGUL,medium_airport,RAF Lakenheath,GB,LKZ,EGUL
EGUN,medium_airport,RAF Mildenhall,GB,MHZ,EGUN
EGVA,medium_airport,RAF Fairford,GB,FFD,EGVA
EGVN,medium_airport,RAF Brize Norton,GB,BZZ,EGVN
EGVO,medium_airport,RAF Odiham,GB,ODH,EGVO
EGWN,small_airport,RAF Halton,GB,,EGWN
EGWU,medium_airport,RAF Northolt,GB,NHT,EGWU
EGXC,medium_airport,RAF Coningsby,GB,QCY,EGXC
EGXG,medium_airport,Leeds East Airport,GB,,EGCM
EGXH,medium_airport,RAF Honington,GB,BEQ,EGXH
EGXT,medium_airport,RAF Wittering,GB,,EGXT
EGXW,medium_airport,RAF Waddington,GB,WTN,EGXW
EGXY,small_airport,RAF Syerston,GB,,EGXY
EGYD,medium_airport,RAF Cranwell,GB,,EGYD
EGYE,medium_airport,RAF Barkston Heath,GB,,EGYE
EGYM,medium_airport,RAF Marham,GB,KNF,EGYM
EGYP,large_airport,Mount Pleasant Airport / RAF Mount Pleasant,FK,MPN,EGYP
EGZL,small_airport,Feshiebridge Glider Field,GB,,EGZL
EHAL,small_airport,Ameland Airport Ballum,NL,,EHAL
EHAM,large_airport,Amsterdam Airport Schiphol,NL,AMS,EHAM
EHBD,medium_airport,Kempen Airport Budel,NL,,EHBD
EHBK,large_airport,Maastricht Aachen Airport,NL,MST,EHBK
EHDL,medium_airport,Deelen Air Base,NL,,EHDL
EHDR,small_airport,Drachten Airfield,NL,,EHDR
EHDV,heliport,D15-FA-1 Heliport,NL,,EHDV
EHEH,large_airport,Eindhoven Airport,NL,EIN,EHEH
EHGG,large_airport,Groningen Airport Eelde,NL,GRQ,EHGG
EHGR,medium_airport,Gilze Rijen Air Base,NL,GLZ,EHGR
EHKD,medium_airport,De Kooy Airfield / Den Helder Naval Air Station,NL,DHR,EHKD
EHLE,medium_airport,Lelystad Airport,NL,LEY,EHLE
EHLW,medium_airport,Leeuwarden Air Base,NL,LWR,EHLW
EHRD,large_airport,Rotterdam The Hague Airport,NL,RTM,EHRD
EHSE,small_airport,Breda International Airport,NL,,EHSE
EHTE,small_airport,Teuge Airport,NL,,EHTE
EHTS,heliport,Terschelling Heliport,NL,,EHTS
EHTW,medium_airport,Twente Airport,NL,ENS,EHTW
EHTX,small_airport,Texel International Airport,NL,,EHTX
EHVK,medium_airport,Volkel Air Base,NL,UDE,EHVK
EHWO,medium_airport,Woensdrecht Air Base,NL,WOE,EHWO
EIAB,small_airport,Abbeyshrule Aerodrome,IE,,EIAB
EIAH,heliport,Adona Heliport,IE,,EIAH
EIBA,small_airport,Ballyboughal Aerodrome,IE,,EIBB
EIBN,small_airport,Bantry Aerodrome,IE,BYT,EIBN
EIBR,small_airport,Birr Aerodrome,IE,,EIBR
EIBT,small_airport,Belmullet Aerodrome,IE,BLY,EIBT
EICA,small_airport,Connemara Regional Airport,IE,NNR,EICA
EICK,large_airport,Cork International Airport,IE,ORK,EICK
EICL,small_airport,Clonbullogue Aerodrome,IE,,EICL
EICN,small_airport,Coonagh Aerodrome,IE,,EICN
EIDL,medium_airport,Donegal Airport,IE,CFN,EIDL
EIDW,large_airport,Dublin Airport,IE,DUB,EIDW
EIFR,heliport,Finner Camp Heliport,IE,,EIFR
EIHH,small_airport,Navan Airfield,IE,,EIHH
EIIM,small_airport,Inishmore Aerodrome,IE,IOR,EIIM
EIIR,small_airport,Inisheer Aerodrome,IE,INQ,EIIR
EIKK,small_airport,Kilkenny Airport,IE,KKY,EIKK
EIKN,large_airport,Ireland West Airport Knock,IE,NOC,EIKN
EIKY,medium_airport,Kerry Airport,IE,KIR,EIKY
EILT,small_airport,Letterkenny Airfield,IE,,EILT
EIMN,small_airport,Inishmaan Aerodrome,IE,IIA,EIMN
EINN,large_airport,Shannon Airport,IE,SNN,EINN
EISG,medium_airport,Sligo Airport,IE,SXL,EISG
EIWF,medium_airport,Waterford Airport,IE,WAT,EIWF
EIWT,medium_airport,Weston Airport,IE,,EIWT
EJN,small_airport,Ejin Banner Taolai Airport,CN,EJN,ZBEN
EJT,small_airport,Enejit Airport,MH,EJT,
EKAE,small_airport,Ærø Airfield,DK,,EKAE
EKAF,heliport,A6A Helideck,DK,,EKAF
EKAH,large_airport,Aarhus Airport,DK,AAR,EKAH
EKAN,heliport,Syd Arne Nord Helideck,DK,,EKAN
EKAO,heliport,Ærø Heliport,DK,,EKAO
EKAR,heliport,South (Syd) Arne Helideck,DK,,EKAR
EKAT,small_airport,Anholt Airfield,DK,,EKAT
EKBH,small_airport,Arnborg Gliding Center,DK,,EKAB
EKBI,large_airport,Billund Airport,DK,BLL,EKBI
EKCH,large_airport,Copenhagen Kastrup Airport,DK,CPH,EKCH
EKEB,medium_airport,Esbjerg Airport,DK,EBJ,EKEB
EKKA,medium_airport,Midtjyllands Airport / Air Base Karup,DK,KRP,EKKA
EKLS,small_airport,Læsø Airport,DK,BYR,EKLS
EKMB,medium_airport,Lolland Falster Maribo Airport,DK,MRW,EKMB
EKOD,large_airport,Odense Hans Christian Andersen Airport,DK,ODE,EKOD
EKRB,heliport,Bornholm Hospital Heliport,DK,,EKRB
EKRK,medium_airport,Copenhagen Roskilde Airport,DK,RKE,EKRK
EKRN,medium_airport,Bornholm Airport,DK,RNN,EKRN
EKSB,medium_airport,Sønderborg Airport,DK,SGD,EKSB
EKSN,medium_airport,Sindal Airport,DK,CNL,EKSN
EKSP,medium_airport,Skrydstrup Air Base,DK,SKS,EKSP
EKSV,medium_airport,Skive Airport,DK,SQW,EKSV
EKTS,medium_airport,Thisted Airport,DK,TED,EKTS
EKVG,large_airport,Vágar Airport,FO,FAE,EKVG
EKVJ,medium_airport,Stauning Vestjylland  Airport,DK,STA,EKVJ
EKYT,large_airport,Aalborg Airport,DK,AAL,EKYT
ELLX,large_airport,Luxembourg-Findel International Airport,LU,LUX,ELLX
EMR,heliport,El Mirador Heliport,GT,EMR,
ENAE,small_airport,Æra Airfield,NO,,ENAE
ENAH,heliport,Ål Medical Center Heliport,NO,,ENAH
ENAL,large_airport,Ålesund Airport,NO,AES,ENAL
ENAN,medium_airport,"Andøya Airport, Andenes",NO,ANX,ENAN
ENAR,heliport,Arendal Hospital Heliport,NO,,ENAR
ENAT,medium_airport,Alta Airport,NO,ALF,ENAT
ENBA,heliport,"Barentsburg Heliport, Heerodden",NO,,ENBA
ENBL,small_airport,"Førde Airport, Bringeland",NO,FDE,ENBL
ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",NO,BNN,ENBN
ENBO,large_airport,Bodø Airport,NO,BOO,ENBO
ENBR,large_airport,"Bergen Airport, Flesland",NO,BGO,ENBR
ENBS,medium_airport,Båtsfjord Airport,NO,BJF,ENBS
ENBV,medium_airport,Berlevåg Airport,NO,BVG,ENBV
ENCN,large_airport,Kristiansand Airport,NO,KRS,ENCN
ENDU,medium_airport,Bardufoss Airport,NO,BDU,ENDU
ENEV,large_airport,Harstad/Narvik Airport,NO,EVE,ENEV
ENFB,heliport,Statfjord B,NO,,ENFB
ENFL,medium_airport,Florø Airport,NO,FRO,ENFL
ENGM,large_airport,Oslo-Gardermoen International Airport,NO,OSL,ENGM
ENHA,small_airport,"Hamar Lufthavn, Stavsberg",NO,HMR,ENHA
ENHD,medium_airport,"Haugesund Airport, Karmøy",NO,HAU,ENHD
ENHF,medium_airport,Hammerfest Airport,NO,HFT,ENHF
ENHK,small_airport,Hasvik Airport,NO,HAA,ENHK
ENHV,medium_airport,"Honningsvåg Airport, Valan",NO,HVG,ENHV
ENKB,medium_airport,"Kristiansund Airport, Kvernberget",NO,KSU,ENKB
ENKL,small_airport,Gol Airport,NO,GLL,ENKL
ENKR,medium_airport,"Kirkenes Airport, Høybuktmoen",NO,KKN,ENKR
ENLK,medium_airport,Leknes Airport,NO,LKN,ENLK
ENMH,medium_airport,Mehamn Airport,NO,MEH,ENMH
ENML,medium_airport,"Molde Airport, Årø",NO,MOL,ENML
ENMS,medium_airport,"Mosjøen Airport, Kjærstad",NO,MJF,ENMS
ENNA,medium_airport,"Lakselv Airport, Banak",NO,LKL,ENNA
ENNM,small_airport,Namsos Airport,NO,OSY,ENNM
ENNO,medium_airport,Notodden Airport,NO,NTB,ENNO
ENOL,medium_airport,Ørland Airport,NO,OLA,ENOL
ENOV,medium_airport,"Ørsta-Volda Airport, Hovden",NO,HOV,ENOV
ENQE,heliport,Oseberg East Helideck,NO,,ENQE
ENQO,heliport,Oseberg South Helideck,NO,,ENQO
ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",NO,MQN,ENRA
ENRM,medium_airport,"Rørvik Airport, Ryum",NO,RVK,ENRM
ENRO,medium_airport,Røros Airport,NO,RRS,ENRO
ENRS,small_airport,Røst Airport,NO,RET,ENRS
ENRY,medium_airport,"Moss Airport, Rygge",NO,,ENRY
ENSB,medium_airport,"Svalbard Airport, Longyear",NO,LYR,ENSB
ENSD,small_airport,"Sandane Airport, Anda",NO,SDN,ENSD
ENSG,small_airport,"Sogndal Airport, Haukåsen",NO,SOG,ENSG
ENSH,medium_airport,"Svolvær Airport, Helle",NO,SVJ,ENSH
ENSK,medium_airport,"Stokmarknes Airport, Skagen",NO,SKN,ENSK
ENSN,medium_airport,Skien Airport,NO,,ENSN
ENSO,medium_airport,"Stord Airport, Sørstokken",NO,SRP,ENSO
ENSR,medium_airport,Sørkjosen Airport,NO,SOJ,ENSR
ENSS,medium_airport,"Vardø Airport, Svartnes",NO,VAW,ENSS
ENST,medium_airport,"Sandnessjøen Airport, Stokka",NO,SSJ,ENST
ENTC,large_airport,Tromsø Airport,NO,TOS,ENTC
ENTO,large_airport,"Sandefjord Airport, Torp",NO,TRF,ENTO
ENVA,large_airport,"Trondheim Airport, Værnes",NO,TRD,ENVA
ENVD,medium_airport,Vadsø Airport,NO,VDS,ENVD
ENVR,heliport,Værøy Heliport,NO,VRY,
ENZV,large_airport,"Stavanger Airport, Sola",NO,SVG,ENZV
EPAR,small_airport,Arłamów Airfield,PL,,EPAR
EPBA,small_airport,Bielsko-Biała Aleksandrowice Airfield,PL,,EPBA
EPBB,small_airport,Babięta,PL,,EPBB
EPBC,small_airport,Warsaw Babice Airport,PL,,EPBC
EPBG,heliport,Gołubie Heliport,PL,,EPBG
EPBK,small_airport,Białystok-Krywlany Airfield,PL,,EPBK
EPBY,medium_airport,Ignacy Jan Paderewski Bydgoszcz Airport,PL,BZG,EPBY
EPCD,small_airport,Depułtycze Królewskie Airfield,PL,,EPCD
EPCE,medium_airport,Cewice Naval Air Base,PL,,EPCE
EPDA,small_airport,Darłówo Naval Air Base,PL,,EPDA
EPDE,medium_airport,Deblin Military Air Base,PL,,EPDE
EPEL,small_airport,Elbląg Airfield,PL,,EPEL
EPGD,large_airport,Gdańsk Lech Wałęsa Airport,PL,GDN,EPGD
EPGE,small_airport,Giże Airfield,PL,,EPGE
EPGI,small_airport,Grudziądz Lisie Kąty Airfield,PL,,EPGI
EPGR,small_airport,Łańsk / Gryźliny Airfield,PL,,EPGR
EPIN,small_airport,Inowrocław Airfield,PL,,EPIN
EPIR,medium_airport,Inowroclaw Military Air Base,PL,,EPIR
EPJG,small_airport,Jelenia Góra Airfield,PL,,EPJG
EPKA,small_airport,Kielce-Masłów Airfield,PL,,EPKA
EPKK,large_airport,Kraków John Paul II International Airport,PL,KRK,EPKK
EPKN,small_airport,Opole-Kamień Śląski Airfield,PL,,EPKN
EPKR,small_airport,Krosno Airfield,PL,,EPKR
EPKT,large_airport,Katowice Wojciech Korfanty International Airport,PL,KTW,EPKT
EPLB,large_airport,Lublin Airport,PL,LUZ,EPLB
EPLL,large_airport,Łódź Władysław Reymont Airport,PL,LCJ,EPLL
EPLY,medium_airport,Leźnica Wielka Air Base,PL,,EPLY
EPMO,large_airport,Warsaw Modlin Airport,PL,WMI,EPMO
EPMY,small_airport,Myślibórz-Giżyn Airfield,PL,,EPMY
EPOD,small_airport,Olsztyn-Dajtki Airfield,PL,,EPOD
EPPL,small_airport,Płock Airfield,PL,,EPPL
EPPO,large_airport,Poznań-Ławica Airport,PL,POZ,EPPO
EPRA,medium_airport,Warsaw Radom Airport,PL,RDO,EPRA
EPRJ,small_airport,Rzeszów Sports Airfield,PL,,EPRJ
EPRP,small_airport,Radom-Piastrów Airfield,PL,,EPRP
EPRU,small_airport,Częstochowa-Rudniki Airport,PL,,EPRU
EPRZ,large_airport,Rzeszów-Jasionka Airport,PL,RZE,EPRZ
EPSC,large_airport,Solidarity Szczecin–Goleniów Airport,PL,SZZ,EPSC
EPSD,small_airport,Szczecin-Dąbie Airfield,PL,,EPSD
EPSK,small_airport,Słupsk-Krȩpa Airfield,PL,,EPSK
EPSN,medium_airport,Swidwin Military Air Base,PL,,EPSN
EPST,small_airport,Stalowa Wola-Turbia Airfield,PL,,EPST
EPSY,medium_airport,Olsztyn-Mazury Airport,PL,SZY,EPSY
EPTM,medium_airport,Tomaszów Mazowiecki Military Air Base,PL,,EPTM
EPTO,small_airport,Toruń Airfield,PL,,EPTO
EPWA,large_airport,Warsaw Chopin Airport,PL,WAW,EPWA
EPWR,large_airport,Copernicus Wrocław Airport,PL,WRO,EPWR
EPZG,medium_airport,Zielona Góra-Babimost Airport,PL,IEG,EPZG
ER-0004,small_airport,Omhajer Airport,ER,,HHOH
ER-0006,small_airport,Keren Airfield,ER,,HHKN
ERT,small_airport,Erdenet Airport,MN,ERT,
ES-0190,small_airport,El Molinillo Airfield,ES,,LELI
ES-0324,heliport,Melilla Heliport,ES,,GEHM
ES-0366,small_airport,El Rinconcillo de Guadalupe,ES,,LEGP
ES-0368,small_airport,(??Duplicate??)LEVS AIRPORT,ES,,LEVS
ESAN,heliport,Norra Alvsborgs County Hospital Heliport,SE,,ESEN
ESCF,medium_airport,Malmen Air Base,SE,,ESCF
ESCM,small_airport,Ärna Air Base,SE,,ESCM
ESDF,medium_airport,Ronneby Airport,SE,RNB,ESDF
ESEB,heliport,Borås Hospital Heliport,SE,,ESEB
ESED,heliport,Sundsvalls County Hospital Heliport,SE,,ESED
ESEG,heliport,Vassara River Heliport,SE,,ESEG
ESEK,heliport,Lake Luossajärvi Heliport,SE,,ESEK
ESEL,heliport,US Linköping Hospital Helipad,SE,,ESEL
ESEM,heliport,Lund Hospital Helipad,SE,,ESEM
ESES,heliport,Sunderby Hospital Heliport,SE,,ESES
ESET,heliport,Torsby Hospital Heliport,SE,,ESET
ESEU,heliport,Uddevalla Hospital Heliport,SE,,ESEU
ESEV,heliport,Visby Hospital Heliport,SE,,ESEV
ESEW,heliport,Västmanland's Hospital Heliport,SE,,ESEW
ESEY,heliport,Lycksele Hospital Heliport,SE,,ESEY
ESFA,small_airport,Hässleholm Bokeberg Airfield,SE,,ESFA
ESFR,medium_airport,Råda Air Base,SE,,ESFR
ESFS,small_airport,Sandvik Airfield,SE,,ESFS
ESGA,small_airport,Backamo Airfield,SE,,ESGA
ESGC,small_airport,Ålleberg Airfield,SE,,ESGC
ESGD,small_airport,Bämmelshed Airfield,SE,,ESGD
ESGE,small_airport,Borås Airfield,SE,,ESGE
ESGF,small_airport,Morup Airfield,SE,,ESGF
ESGG,large_airport,Göteborg Landvetter Airport,SE,GOT,ESGG
ESGH,small_airport,Herrljunga Airfield,SE,,ESGH
ESGI,small_airport,Rödene Airfield,SE,,ESGI
ESGJ,medium_airport,Jönköping Airport,SE,JKG,ESGJ
ESGK,small_airport,Falköping Airfield,SE,,ESGK
ESGL,small_airport,Lidköping-Hovby Airport,SE,LDK,ESGL
ESGM,small_airport,Öresten Airfield,SE,,ESGM
ESGN,small_airport,Brännebrona Airfield,SE,,ESGN
ESGO,small_airport,Vårgårda Airfield,SE,,ESGO
ESGP,medium_airport,Säve Airport,SE,GSE,ESGP
ESGR,medium_airport,Skövde Airport,SE,KVB,ESGR
ESGS,small_airport,Näsinge Airfield,SE,,ESGS
ESGT,medium_airport,Trollhättan-Vänersborg Airport,SE,THN,ESGT
ESGU,small_airport,Rörkärr Airfield,SE,,ESGU
ESGV,small_airport,Varberg Getterön Airfield,SE,,ESGV
ESGY,small_airport,Säffle Airfield,SE,,ESGY
ESHB,heliport,Sahlgrenska University East Hospital Helipad,SE,,ESHB
ESHC,heliport,Södersjukhuset Hospital Heliport,SE,,ESHC
ESHD,heliport,Danderyds Hospital Heliport,SE,,ESHD
ESHG,heliport,Gamla Stan HLS,SE,,ESHG
ESHJ,heliport,Ryhov Hospital Heliport,SE,,ESHJ
ESHL,heliport,Huddinge Hospital Helipad,SE,,ESHL
ESHM,heliport,Kungälvs Hospital Heliport,SE,,ESHM
ESKK,medium_airport,Karlskoga Airport,SE,KSK,ESKK
ESKM,medium_airport,Mora Airport,SE,MXX,ESKM
ESKN,large_airport,Stockholm Skavsta Airport,SE,NYO,ESKN
ESKS,large_airport,Scandinavian Mountains Airport,SE,SCR,
ESME,small_airport,Eslöv Airfield,SE,,ESME
ESMK,medium_airport,Kristianstad Airport,SE,KID,ESMK
